,Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
201307,201308,7450646,55,19,single,rented,yes,Industrial_Engineer,Morbi,Gujarat,4,10,0
84867,84868,8187477,50,20,single,rented,no,Scientist,Hajipur[31],Bihar,7,14,0
28533,28534,6406820,54,5,single,rented,yes,Aviator,Kottayam,Kerala,3,14,0
243072,243073,6634557,55,19,single,rented,yes,Magistrate,Jalna,Maharashtra,3,13,0
235010,235011,7704298,66,14,single,rented,no,Computer_hardware_engineer,Hyderabad,Telangana,12,13,0
80953,80954,7653359,57,18,single,rented,no,Petroleum_Engineer,Bellary,Karnataka,14,10,0
88490,88491,1478769,22,14,single,rented,no,Secretary,Shimla,Himachal_Pradesh,8,12,0
93586,93587,3168211,44,5,single,rented,no,Chemical_engineer,Phusro,Jharkhand,5,14,0
149671,149672,9514006,75,9,married,rented,no,Mechanical_engineer,Saharanpur,Uttar_Pradesh,9,11,0
251004,251005,5073053,71,10,single,rented,no,Dentist,Patna,Bihar,3,12,1
72307,72308,1484805,46,13,single,rented,no,Consultant,Danapur,Bihar,8,14,0
221571,221572,7166741,32,9,married,rented,no,Software_Developer,Korba,Chhattisgarh,7,13,0
15282,15283,642884,72,18,single,rented,no,Biomedical_Engineer,Thane,Maharashtra,4,12,0
14022,14023,9589262,43,13,single,rented,no,Web_designer,Bidhannagar,West_Bengal,4,10,0
128873,128874,637100,58,3,single,rented,yes,Geologist,Kottayam,Kerala,3,11,0
22676,22677,1967194,58,9,single,rented,no,Air_traffic_controller,Rewa,Madhya_Pradesh,9,11,0
93511,93512,2607103,33,8,single,rented,no,Army_officer,New_Delhi,Delhi,4,13,0
154789,154790,5546336,35,11,single,rented,no,Architect,Ramagundam[27],Telangana,11,13,0
240578,240579,8130661,29,12,single,rented,no,Surveyor,Ujjain,Madhya_Pradesh,9,13,0
220036,220037,6662412,70,18,single,rented,no,Biomedical_Engineer,Kolhapur,Maharashtra,3,10,1
94071,94072,796965,39,19,single,rented,no,Technical_writer,Pali,Rajasthan,11,12,0
201875,201876,6798686,31,9,single,owned,no,Dentist,Hyderabad,Telangana,9,10,0
159620,159621,7872203,73,16,single,rented,no,Scientist,Fatehpur,Uttar_Pradesh,11,11,0
216440,216441,8349903,78,8,single,norent_noown,no,Surveyor,Vijayawada,Andhra_Pradesh,8,14,0
192666,192667,169643,64,6,single,rented,no,Librarian,Uluberia,West_Bengal,4,11,0
95935,95936,5709792,74,4,single,norent_noown,no,Army_officer,Karawal_Nagar,Delhi,4,11,0
171601,171602,3140216,22,9,single,rented,no,Financial_Analyst,Amroha,Uttar_Pradesh,6,10,0
225383,225384,9526268,74,5,single,rented,no,Biomedical_Engineer,Silchar,Assam,5,14,1
232575,232576,5196978,75,19,single,rented,yes,Architect,Hyderabad,Telangana,13,11,0
199798,199799,7537675,45,4,single,rented,no,Graphic_Designer,Gopalpur,West_Bengal,4,14,0
243698,243699,6031991,36,18,single,rented,no,Psychologist,Nagercoil,Tamil_Nadu,13,10,0
23936,23937,9109752,69,16,single,rented,yes,Surveyor,Tinsukia,Assam,7,13,0
234025,234026,8575863,29,11,single,rented,no,Technician,Baranagar,West_Bengal,10,14,0
67513,67514,8717303,55,10,single,rented,no,Drafter,Dewas,Madhya_Pradesh,10,13,0
187418,187419,757592,23,5,married,rented,no,Consultant,Dehri[30],Bihar,3,10,0
177884,177885,1051945,70,7,married,rented,no,Firefighter,Mehsana,Gujarat,7,12,0
100927,100928,2770155,64,9,single,rented,yes,Chartered_Accountant,Etawah,Uttar_Pradesh,9,10,0
84657,84658,5465826,73,18,single,rented,no,Official,Gandhidham,Gujarat,3,12,0
238847,238848,3697747,79,15,married,rented,no,Flight_attendant,Patna,Bihar,6,12,0
170103,170104,8906336,69,18,married,rented,yes,Mechanical_engineer,Bikaner,Rajasthan,13,11,0
135719,135720,6875625,77,7,married,rented,no,Surveyor,Parbhani,Maharashtra,7,11,0
101269,101270,2570620,53,11,single,rented,no,Web_designer,Gaya,Bihar,10,11,0
156576,156577,1885923,46,16,single,rented,no,Magistrate,Thanjavur,Tamil_Nadu,8,14,0
184389,184390,4556669,50,2,single,rented,yes,Hotel_Manager,Khammam,Telangana,2,13,0
117169,117170,5136629,76,6,married,rented,no,Artist,Lucknow,Uttar_Pradesh,6,13,0
208807,208808,6911248,32,19,single,rented,no,Drafter,Bhimavaram,Andhra_Pradesh,11,14,1
72627,72628,7018326,33,20,single,norent_noown,yes,Microbiologist,Vellore,Tamil_Nadu,4,11,0
106461,106462,7810957,48,5,single,rented,yes,Design_Engineer,Kollam,Kerala,5,11,0
105226,105227,2393203,30,18,single,rented,yes,Mechanical_engineer,Bhagalpur,Bihar,6,12,0
250379,250380,2076906,77,12,married,rented,no,Lawyer,Shimoga,Karnataka,6,12,0
63826,63827,3217169,73,20,single,rented,no,Financial_Analyst,Pudukkottai,Tamil_Nadu,5,10,0
62768,62769,383685,58,4,single,rented,no,Lawyer,Panchkula,Haryana,4,10,0
239735,239736,3336489,45,5,single,rented,yes,Official,Aizawl,Mizoram,5,14,1
98376,98377,4915986,45,13,single,rented,yes,Technician,Alwar,Rajasthan,13,14,0
227708,227709,5448095,48,19,single,rented,no,Surveyor,Gopalpur,West_Bengal,6,11,0
33628,33629,3054109,23,1,single,rented,yes,Technology_specialist,Panvel,Maharashtra,1,13,0
243195,243196,9530270,42,18,single,rented,no,Software_Developer,Tiruchirappalli[10],Tamil_Nadu,3,14,0
21424,21425,5715173,46,11,single,rented,yes,Statistician,Jodhpur,Rajasthan,11,14,0
247022,247023,7503301,39,2,single,rented,no,Drafter,Hazaribagh,Jharkhand,2,10,0
172551,172552,1692032,78,14,single,rented,no,Surveyor,Bidhannagar,West_Bengal,12,13,0
126323,126324,8561605,41,16,single,rented,no,Statistician,Bangalore,Karnataka,9,11,0
238813,238814,556657,45,9,single,rented,yes,Librarian,Bhilwara,Rajasthan,9,10,0
152116,152117,2767483,55,1,single,rented,no,Petroleum_Engineer,Bongaigaon,Assam,1,13,0
52143,52144,3755504,59,14,single,norent_noown,no,Army_officer,Sambalpur,Odisha,8,12,0
154710,154711,790606,32,8,single,norent_noown,yes,Architect,Dehradun,Uttarakhand,8,12,0
149050,149051,1623798,44,14,single,rented,no,Microbiologist,Singrauli,Madhya_Pradesh,5,13,0
119245,119246,8576968,35,18,single,rented,no,Drafter,Ambattur,Tamil_Nadu,5,12,0
29602,29603,4613553,27,13,single,owned,no,Civil_engineer,Mysore[7][8][9],Karnataka,13,10,1
198959,198960,6864774,32,16,single,rented,no,Mechanical_engineer,Begusarai,Bihar,9,13,0
35651,35652,429827,35,2,single,rented,no,Consultant,Silchar,Assam,2,14,1
60344,60345,7189375,60,12,single,rented,yes,Biomedical_Engineer,Motihari[34],Bihar,3,12,0
104380,104381,6490702,41,0,single,rented,no,Firefighter,Farrukhabad,Uttar_Pradesh,0,14,0
40904,40905,5091752,66,2,single,rented,no,Chemical_engineer,Bhilwara,Rajasthan,2,11,1
16227,16228,9440590,68,11,single,rented,no,Dentist,Anantapur,Andhra_Pradesh,10,13,0
221959,221960,2976453,69,1,married,norent_noown,no,Technician,Durgapur,West_Bengal,1,14,0
70384,70385,4334503,22,6,single,owned,no,Designer,Ratlam,Madhya_Pradesh,6,14,0
113126,113127,3201383,51,10,single,rented,no,Hotel_Manager,Rourkela,Odisha,7,13,0
59550,59551,9317473,63,20,single,rented,yes,Civil_servant,Gopalpur,West_Bengal,14,14,0
237364,237365,9060909,38,15,single,rented,yes,Army_officer,Phagwara,Punjab,9,14,0
73856,73857,6548997,46,11,single,rented,no,Technical_writer,Danapur,Bihar,4,14,1
23300,23301,3730091,24,17,single,rented,no,Surgeon,Arrah,Bihar,4,13,0
27980,27981,9224297,69,19,married,owned,yes,Designer,Bahraich,Uttar_Pradesh,11,14,0
80629,80630,8035027,42,16,single,rented,yes,Hotel_Manager,Unnao,Uttar_Pradesh,13,13,0
199454,199455,3386878,42,18,single,owned,yes,Technician,Sonipat,Haryana,3,14,1
219878,219879,1758082,53,4,single,rented,no,Consultant,Imphal,Manipur,4,11,0
161251,161252,7715707,37,4,married,rented,no,Aviator,Jodhpur,Rajasthan,4,10,0
150356,150357,8545933,49,12,single,rented,yes,Technician,Ballia,Uttar_Pradesh,4,14,0
48099,48100,6001312,70,4,single,rented,yes,Statistician,Imphal,Manipur,4,11,0
141635,141636,6976958,64,1,single,rented,no,Technical_writer,Phagwara,Punjab,1,13,0
1826,1827,8042270,56,11,single,rented,no,Mechanical_engineer,Raipur,Chhattisgarh,8,13,0
61501,61502,7436747,25,3,single,rented,yes,Secretary,Dindigul,Tamil_Nadu,3,14,0
111513,111514,2800327,50,6,single,rented,yes,Software_Developer,Morena,Madhya_Pradesh,6,10,1
186908,186909,1839079,43,11,married,rented,no,Aviator,Bhubaneswar,Odisha,10,11,0
115592,115593,3956624,66,18,single,rented,no,Designer,Srikakulam,Andhra_Pradesh,12,10,0
107401,107402,635224,69,7,single,rented,yes,Technician,Vijayawada,Andhra_Pradesh,7,12,0
139096,139097,912811,32,13,single,rented,no,Comedian,Tenali,Andhra_Pradesh,4,10,0
220436,220437,6475928,21,8,single,rented,yes,Comedian,Thanjavur,Tamil_Nadu,8,11,0
93458,93459,1896404,66,17,married,rented,yes,Designer,Davanagere,Karnataka,13,14,0
189635,189636,8881776,49,13,single,rented,no,Architect,Berhampur,Odisha,13,12,0
209492,209493,8807021,26,19,single,owned,no,Statistician,Vijayanagaram,Andhra_Pradesh,3,13,0
100100,100101,6913338,61,16,single,rented,yes,Consultant,Satara,Maharashtra,11,14,0
88789,88790,3479914,48,13,single,rented,no,Secretary,Noida,Uttar_Pradesh,13,13,0
143073,143074,5975878,56,17,married,rented,no,Financial_Analyst,Katihar,Bihar,6,11,0
164927,164928,7758655,79,5,single,rented,yes,Technology_specialist,Naihati,West_Bengal,5,11,0
107409,107410,1553697,39,19,married,rented,no,Aviator,Eluru[25],Andhra_Pradesh,13,11,0
134566,134567,1537256,29,5,single,rented,yes,Biomedical_Engineer,Bathinda,Punjab,5,14,0
132688,132689,158353,54,15,single,rented,no,Lawyer,Hospet,Karnataka,10,14,0
212479,212480,4705172,62,4,single,rented,no,Air_traffic_controller,Bongaigaon,Assam,4,12,0
209327,209328,7165028,50,17,single,rented,no,Chemical_engineer,Kirari_Suleman_Nagar,Delhi,14,13,0
175773,175774,4330847,67,2,single,rented,no,Technician,Sambhal,Uttar_Pradesh,2,14,0
45073,45074,8390146,74,18,single,rented,no,Comedian,Anand,Gujarat,8,13,0
30893,30894,93648,34,3,single,rented,no,Consultant,Bhavnagar,Gujarat,3,12,0
190725,190726,2967027,54,11,single,rented,no,Dentist,Morena,Madhya_Pradesh,11,13,0
154486,154487,415305,65,4,single,rented,no,Fashion_Designer,Sikar,Rajasthan,4,13,0
169079,169080,4545563,69,0,single,rented,yes,Design_Engineer,Gorakhpur,Uttar_Pradesh,0,11,0
75961,75962,5273396,30,13,single,rented,no,Physician,Proddatur,Andhra_Pradesh,4,11,0
182340,182341,138060,41,14,single,rented,no,Designer,Tenali,Andhra_Pradesh,11,10,0
115893,115894,8287985,54,9,single,rented,yes,Chemical_engineer,Kumbakonam,Tamil_Nadu,9,13,0
139955,139956,4095222,36,15,single,rented,no,Industrial_Engineer,Vijayanagaram,Andhra_Pradesh,4,11,0
99083,99084,1681428,78,6,single,rented,no,Flight_attendant,Pali,Rajasthan,3,11,0
49528,49529,1538951,73,9,single,rented,yes,Geologist,Panchkula,Haryana,9,10,1
111796,111797,4492240,69,16,single,rented,yes,Statistician,Serampore,West_Bengal,8,13,0
106586,106587,1582604,33,1,single,rented,yes,Engineer,Berhampur,Odisha,1,10,0
81561,81562,1000979,41,19,single,rented,yes,Physician,Tezpur,Assam,5,13,0
81156,81157,8451099,70,4,single,rented,yes,Design_Engineer,Kishanganj[35],Bihar,4,13,1
88387,88388,6152081,66,8,single,rented,no,Technology_specialist,Kanpur,Uttar_Pradesh,3,12,0
128476,128477,5982820,26,5,single,rented,no,Surveyor,Tiruppur,Tamil_Nadu,5,13,0
186012,186013,2825737,28,5,single,rented,no,Industrial_Engineer,Guntur[13],Andhra_Pradesh,5,10,0
210109,210110,7233557,41,13,single,owned,no,Artist,Kishanganj[35],Bihar,11,12,0
114602,114603,5763958,63,7,married,rented,no,Chemical_engineer,Ambarnath,Maharashtra,7,12,0
49645,49646,2151167,41,2,single,rented,yes,Statistician,Nagaon,Assam,2,13,0
22032,22033,5736165,57,1,single,rented,no,Engineer,Nagaon,Assam,1,10,0
251194,251195,4027965,75,5,married,rented,yes,Software_Developer,Bhiwani,Haryana,5,10,0
26589,26590,8743154,26,15,single,rented,yes,Web_designer,Eluru[25],Andhra_Pradesh,10,14,0
222340,222341,7406833,33,6,single,rented,no,Flight_attendant,Ambala,Haryana,3,10,0
24536,24537,2704971,62,15,single,rented,no,Chemical_engineer,Nashik,Maharashtra,4,12,0
122653,122654,1933767,44,15,single,rented,yes,Analyst,Ballia,Uttar_Pradesh,14,10,0
225201,225202,1772539,50,1,married,rented,no,Engineer,Lucknow,Uttar_Pradesh,1,11,0
24216,24217,6184989,37,18,single,rented,no,Chef,Shivpuri,Madhya_Pradesh,5,10,0
175826,175827,6598797,60,18,married,rented,no,Computer_hardware_engineer,Gandhinagar,Gujarat,4,11,0
102959,102960,2703840,48,17,single,norent_noown,no,Computer_operator,Dehradun,Uttarakhand,5,14,0
161614,161615,3898027,71,18,single,rented,no,Technician,Guwahati,Assam,13,10,0
209464,209465,1077680,41,19,single,rented,yes,Geologist,Mangalore,Karnataka,11,12,0
251710,251711,1211797,74,11,single,rented,no,Analyst,Sasaram[30],Bihar,11,10,0
149141,149142,3049594,40,17,married,rented,yes,Air_traffic_controller,Bellary,Karnataka,7,11,0
104526,104527,6642820,78,8,single,rented,no,Air_traffic_controller,Nanded,Maharashtra,6,11,0
138317,138318,8108984,37,16,single,rented,no,Surveyor,Serampore,West_Bengal,7,10,0
241697,241698,4260745,45,0,married,norent_noown,no,Comedian,Kollam,Kerala,0,13,0
158472,158473,3846842,79,6,single,rented,no,Engineer,Hajipur[31],Bihar,6,11,0
113117,113118,8437491,22,2,single,rented,no,Industrial_Engineer,Etawah,Uttar_Pradesh,2,14,1
161868,161869,3991815,66,4,married,rented,no,Technical_writer,Alappuzha,Kerala,4,10,0
248938,248939,3549373,57,4,single,rented,no,Economist,Bhilwara,Rajasthan,4,14,0
149764,149765,8321716,58,10,single,rented,no,Mechanical_engineer,Jammu[16],Jammu_and_Kashmir,4,13,0
118582,118583,1148139,27,9,single,rented,no,Statistician,Visakhapatnam[4],Andhra_Pradesh,5,14,1
159758,159759,5377559,37,1,single,rented,no,Comedian,Durg,Chhattisgarh,1,11,0
209556,209557,1737928,28,8,single,rented,no,Civil_engineer,Suryapet,Telangana,8,10,0
212004,212005,9504715,51,14,single,rented,yes,Consultant,Akola,Maharashtra,14,10,0
85253,85254,4347061,62,19,single,rented,yes,Surgeon,Bareilly,Uttar_Pradesh,6,11,0
37960,37961,2436026,50,4,single,rented,yes,Lawyer,Karimnagar,Telangana,4,10,0
114131,114132,3528671,72,2,single,rented,no,Politician,Bhavnagar,Gujarat,2,10,0
54901,54902,3777592,76,12,married,rented,yes,Economist,Kota[6],Rajasthan,4,10,0
157702,157703,6250439,65,14,single,rented,yes,Software_Developer,Dharmavaram,Andhra_Pradesh,10,14,0
153353,153354,3582731,54,2,single,rented,no,Magistrate,Haridwar,Uttarakhand,2,14,0
126479,126480,7961712,41,10,single,rented,no,Official,Tinsukia,Assam,10,14,0
235116,235117,7314093,56,19,single,rented,no,Designer,Chittoor[28],Andhra_Pradesh,8,11,1
148584,148585,951589,66,12,single,rented,yes,Police_officer,Kolkata,West_Bengal,3,12,0
251157,251158,8315837,49,17,single,rented,no,Statistician,Bahraich,Uttar_Pradesh,3,14,0
198624,198625,6735953,36,19,single,rented,no,Psychologist,Buxar[37],Bihar,12,10,0
28464,28465,4828749,28,15,single,rented,no,Librarian,Rajahmundry[19][20],Andhra_Pradesh,5,11,1
4058,4059,2861281,25,19,single,rented,no,Air_traffic_controller,Sirsa,Haryana,5,12,0
18225,18226,8964405,67,15,single,rented,no,Surgeon,Kavali,Andhra_Pradesh,8,10,0
191186,191187,424500,40,1,single,rented,no,Chef,Madanapalle,Andhra_Pradesh,1,10,0
106613,106614,1698437,40,10,single,owned,yes,Magistrate,Bhopal,Madhya_Pradesh,10,11,0
164629,164630,8329200,29,14,single,rented,no,Drafter,Bhopal,Madhya_Pradesh,6,12,0
49711,49712,4248868,79,11,single,rented,no,Drafter,Bilaspur,Chhattisgarh,11,13,1
59256,59257,5354632,75,19,single,rented,no,Geologist,Gulbarga,Karnataka,8,10,0
243820,243821,6010018,34,6,single,rented,no,Army_officer,Jodhpur,Rajasthan,6,14,1
187856,187857,1810939,67,15,single,rented,no,Biomedical_Engineer,Adoni,Andhra_Pradesh,4,13,0
221619,221620,2394352,49,19,married,rented,yes,Artist,Tinsukia,Assam,6,14,0
130904,130905,3658284,57,0,single,rented,yes,Fashion_Designer,Jammu[16],Jammu_and_Kashmir,0,11,0
105699,105700,6034467,33,7,single,owned,no,Magistrate,Nangloi_Jat,Delhi,3,11,0
74349,74350,4130211,40,18,married,rented,yes,Consultant,Durgapur,West_Bengal,4,10,0
130121,130122,3643303,79,0,single,rented,no,Economist,Kishanganj[35],Bihar,0,12,0
582,583,294610,49,16,single,rented,no,Computer_hardware_engineer,Yamunanagar,Haryana,6,13,0
103919,103920,2450407,35,10,single,rented,no,Petroleum_Engineer,Karawal_Nagar,Delhi,4,11,0
206507,206508,608319,21,10,single,rented,no,Official,Bilaspur,Chhattisgarh,5,11,0
246941,246942,3174308,24,2,single,rented,no,Chemical_engineer,Sangli-Miraj_&_Kupwad,Maharashtra,2,11,0
219931,219932,2878883,34,14,single,rented,no,Lawyer,Orai,Uttar_Pradesh,9,14,0
21881,21882,7702379,76,6,single,rented,no,Biomedical_Engineer,Vasai-Virar,Maharashtra,6,10,0
127260,127261,2860021,23,17,single,norent_noown,no,Biomedical_Engineer,Jhansi,Uttar_Pradesh,11,13,0
31954,31955,8757398,31,6,single,rented,yes,Scientist,Raebareli,Uttar_Pradesh,6,14,0
189472,189473,1598789,60,14,single,rented,no,Chartered_Accountant,Ujjain,Madhya_Pradesh,5,13,0
201988,201989,4189025,66,15,single,rented,no,Artist,Medininagar,Jharkhand,12,14,0
88851,88852,8723870,71,16,single,rented,no,Analyst,Panchkula,Haryana,14,13,0
168548,168549,5072054,56,5,single,rented,no,Statistician,Kumbakonam,Tamil_Nadu,5,14,0
242220,242221,3643475,66,2,single,rented,no,Technical_writer,Ramgarh,Jharkhand,2,11,0
53069,53070,2212082,29,4,single,rented,no,Chef,Kumbakonam,Tamil_Nadu,4,11,0
53655,53656,4850381,69,6,single,rented,no,Web_designer,Hosur,Tamil_Nadu,6,11,0
189986,189987,8978796,27,3,single,rented,no,Biomedical_Engineer,Ambarnath,Maharashtra,3,10,0
73057,73058,3770663,53,5,single,rented,yes,Web_designer,Coimbatore,Tamil_Nadu,5,12,0
231333,231334,2456579,30,17,single,owned,no,Comedian,Gandhidham,Gujarat,10,12,1
144119,144120,8456007,68,17,single,rented,no,Petroleum_Engineer,Bulandshahr,Uttar_Pradesh,14,11,0
78655,78656,8786565,42,5,single,rented,no,Industrial_Engineer,Hindupur,Andhra_Pradesh,4,12,0
204142,204143,12608,64,19,single,norent_noown,no,Physician,Dehradun,Uttarakhand,5,11,0
34391,34392,2287264,30,14,single,rented,no,Firefighter,Thanjavur,Tamil_Nadu,4,10,0
13230,13231,3307171,68,2,single,rented,yes,Comedian,"Khora,_Ghaziabad",Uttar_Pradesh,2,14,0
51719,51720,1065147,56,3,single,rented,no,Financial_Analyst,Ahmednagar,Maharashtra,3,10,0
240522,240523,4858615,59,1,single,rented,yes,Technician,Kharagpur,West_Bengal,1,11,0
226545,226546,9828918,71,4,single,rented,no,Geologist,Gandhinagar,Gujarat,4,11,0
134013,134014,6259059,70,8,married,rented,yes,Civil_servant,Chandigarh_city,Chandigarh,8,10,0
158532,158533,6236454,22,16,single,owned,yes,Architect,Cuttack,Odisha,11,10,0
171500,171501,8458276,55,17,single,rented,yes,Software_Developer,Dharmavaram,Andhra_Pradesh,6,10,0
52008,52009,4120478,68,4,single,rented,no,Librarian,Panihati,West_Bengal,4,14,0
77190,77191,2421681,33,8,single,rented,yes,Technology_specialist,Kurnool[18],Andhra_Pradesh,4,13,0
53445,53446,9192416,77,20,single,rented,no,Surgeon,Satna,Madhya_Pradesh,10,10,0
211132,211133,1139981,60,12,single,rented,no,Civil_engineer,Ambattur,Tamil_Nadu,12,12,1
198425,198426,5966818,66,6,single,rented,yes,Lawyer,Sambhal,Uttar_Pradesh,6,14,1
170266,170267,794175,52,1,single,rented,no,Aviator,Nanded,Maharashtra,1,12,0
114408,114409,938587,44,7,single,rented,no,Economist,Jamshedpur,Jharkhand,7,10,0
56768,56769,681915,24,16,single,rented,no,Scientist,Ulhasnagar,Maharashtra,9,10,1
206067,206068,6165156,28,7,married,owned,no,Chef,Farrukhabad,Uttar_Pradesh,7,13,0
101951,101952,9137580,21,7,single,rented,no,Hotel_Manager,Aurangabad,Maharashtra,7,12,0
145531,145532,1955424,28,7,single,rented,no,Software_Developer,Farrukhabad,Uttar_Pradesh,6,10,0
39326,39327,7902199,45,1,single,rented,yes,Police_officer,Bokaro,Jharkhand,1,10,0
74930,74931,5055709,57,3,single,owned,no,Technical_writer,Kurnool[18],Andhra_Pradesh,3,12,0
250974,250975,3450031,55,17,single,rented,no,Dentist,Tumkur,Karnataka,3,13,1
1000,1001,8367934,39,0,married,norent_noown,no,Comedian,Panipat,Haryana,0,12,0
46844,46845,7535330,27,17,single,rented,yes,Computer_hardware_engineer,Navi_Mumbai,Maharashtra,5,10,0
182301,182302,5793046,71,5,single,rented,no,Computer_operator,Raebareli,Uttar_Pradesh,5,13,0
7184,7185,291209,58,4,single,rented,yes,Air_traffic_controller,Pali,Rajasthan,4,14,1
105075,105076,2825737,28,5,single,rented,no,Industrial_Engineer,Guntur[13],Andhra_Pradesh,5,10,0
19372,19373,1077388,45,20,single,rented,yes,Lawyer,Gandhinagar,Gujarat,12,11,0
198703,198704,4407294,73,20,single,rented,no,Biomedical_Engineer,Surat,Gujarat,7,12,0
251691,251692,9270625,64,2,single,rented,yes,Designer,Maheshtala,West_Bengal,2,13,0
196740,196741,555482,32,12,single,rented,no,Chartered_Accountant,Gorakhpur,Uttar_Pradesh,9,11,1
61628,61629,4829059,59,17,married,rented,no,Geologist,Phagwara,Punjab,11,13,0
57776,57777,6438478,64,6,single,rented,yes,Air_traffic_controller,Akola,Maharashtra,6,10,0
126194,126195,9685699,62,6,single,rented,no,Physician,Medininagar,Jharkhand,6,10,0
56051,56052,2229331,79,6,single,rented,yes,Petroleum_Engineer,Bidhannagar,West_Bengal,6,11,0
59305,59306,8390119,37,0,single,rented,no,Consultant,Guna,Madhya_Pradesh,0,14,0
206458,206459,5945722,38,8,single,rented,no,Surgeon,Rajpur_Sonarpur,West_Bengal,7,10,0
175549,175550,739809,55,4,single,rented,no,Artist,Vijayanagaram,Andhra_Pradesh,4,12,1
75380,75381,2421029,48,13,single,rented,no,Surveyor,Visakhapatnam[4],Andhra_Pradesh,5,10,1
74514,74515,4239717,21,5,single,rented,no,Scientist,Ghaziabad,Uttar_Pradesh,5,12,0
96377,96378,5723028,56,4,married,rented,no,Surgeon,Bettiah[33],Bihar,4,14,0
165623,165624,7535330,27,17,single,rented,yes,Computer_hardware_engineer,Navi_Mumbai,Maharashtra,5,10,0
222844,222845,7058074,23,3,single,rented,no,Artist,Farrukhabad,Uttar_Pradesh,3,13,0
8609,8610,7282131,28,19,single,rented,no,Flight_attendant,Unnao,Uttar_Pradesh,13,11,0
167204,167205,3980648,48,19,single,rented,yes,Chef,Chennai,Tamil_Nadu,3,14,0
187742,187743,6467458,68,3,single,rented,yes,Hotel_Manager,Kolkata,West_Bengal,3,11,0
170431,170432,8897257,65,12,single,rented,no,Fashion_Designer,Siwan[32],Bihar,5,14,0
87707,87708,3054109,23,1,single,rented,yes,Technology_specialist,Panvel,Maharashtra,1,13,0
120710,120711,9704228,45,14,single,rented,no,Engineer,Ghaziabad,Uttar_Pradesh,3,14,0
10544,10545,8410820,34,15,single,rented,yes,Surveyor,Dindigul,Tamil_Nadu,13,11,0
191160,191161,5581770,56,12,single,owned,no,Physician,Mango,Jharkhand,8,13,0
92144,92145,321358,78,17,single,rented,no,Dentist,Alwar,Rajasthan,9,13,0
114325,114326,5128999,53,12,single,rented,no,Designer,Tezpur,Assam,12,10,0
31021,31022,8500985,30,18,single,rented,no,Physician,Hajipur[31],Bihar,9,12,0
93039,93040,6894008,66,3,married,rented,no,Civil_engineer,Aizawl,Mizoram,3,12,1
221820,221821,9952586,31,2,single,rented,no,Industrial_Engineer,Aizawl,Mizoram,2,13,0
38774,38775,902071,63,4,single,rented,no,Economist,Jorhat,Assam,4,12,1
56508,56509,3608549,23,0,single,rented,no,Technology_specialist,Nanded,Maharashtra,0,11,0
138220,138221,5682930,56,16,single,rented,no,Police_officer,Hindupur,Andhra_Pradesh,8,14,0
78356,78357,733276,30,9,single,rented,yes,Geologist,Rourkela,Odisha,3,14,0
52334,52335,5850440,68,20,married,rented,no,Physician,Aurangabad[39],Bihar,11,12,0
224524,224525,2751436,26,19,single,rented,no,Graphic_Designer,Munger,Bihar,7,10,0
90231,90232,3375231,62,9,single,rented,no,Chef,Mathura,Uttar_Pradesh,9,11,0
89825,89826,5828170,66,17,single,rented,no,Petroleum_Engineer,Ludhiana,Punjab,14,14,0
242299,242300,2385733,27,18,single,rented,no,Aviator,Gaya,Bihar,11,10,0
63360,63361,3716674,47,14,single,rented,no,Chef,Saharsa[29],Bihar,8,13,0
225854,225855,1790687,31,0,single,rented,no,Army_officer,Sonipat,Haryana,0,11,1
247270,247271,3827240,31,2,married,owned,no,Chef,Mysore[7][8][9],Karnataka,2,14,0
125066,125067,2615615,44,13,married,rented,no,Web_designer,Anantapuram[24],Andhra_Pradesh,4,12,0
130272,130273,5421595,45,4,single,rented,no,Air_traffic_controller,Giridih,Jharkhand,4,12,0
144279,144280,9035347,60,3,single,rented,yes,Computer_operator,Bahraich,Uttar_Pradesh,3,13,0
113138,113139,9768584,52,14,married,rented,yes,Magistrate,Barasat,West_Bengal,11,10,0
2499,2500,7203886,40,14,single,owned,yes,Technician,Belgaum,Karnataka,13,10,1
103103,103104,7840891,54,9,married,rented,yes,Civil_engineer,Silchar,Assam,6,14,0
68254,68255,4214367,63,19,single,rented,yes,Statistician,Begusarai,Bihar,14,11,0
205641,205642,8918340,28,13,single,rented,no,Firefighter,Kalyan-Dombivli,Maharashtra,10,14,0
151609,151610,4824858,58,15,single,rented,no,Hotel_Manager,Surat,Gujarat,8,11,0
30340,30341,1526173,35,19,single,rented,yes,Police_officer,Katni,Madhya_Pradesh,13,14,0
37447,37448,7211746,58,20,single,rented,yes,Architect,Asansol,West_Bengal,10,11,0
231014,231015,5701468,76,1,single,rented,yes,Civil_servant,Karaikudi,Tamil_Nadu,1,10,0
97764,97765,4143099,21,3,single,rented,no,Technology_specialist,Visakhapatnam[4],Andhra_Pradesh,3,11,0
182815,182816,247326,68,1,single,rented,no,Designer,Deoghar,Jharkhand,1,13,0
116201,116202,2844373,28,3,single,rented,no,Psychologist,Vasai-Virar,Maharashtra,3,11,1
95737,95738,64822,33,9,single,rented,yes,Computer_operator,Katihar,Bihar,9,11,0
157058,157059,1902583,21,2,single,rented,no,Lawyer,Tiruchirappalli[10],Tamil_Nadu,2,11,0
